# Y-M-D   T H:M:S     ObsNum  Receiver   ObsGoal      ObgPgm      SourceName                ProjectId                   RestFreq      VLSR    TINT    RA          DEC        AZ     EL
2022-02-25T09:12:58    94445  SEQ        Calibration  Cal         S-UMi                     2022S1SEQUOIACommissioning      86.2434   -41       5.0  232.394073  78.633410    7.6  28.1  239.76 0
2022-02-25T09:13:27    94446  SEQ        Pointing     Map(Az/D)   S-UMi                     2022S1SEQUOIACommissioning      86.2434   -41      82.0  232.394073  78.633410    7.6  28.1  239.76 0
2022-02-25T09:17:38    94447  SEQ        Calibration  Cal         S-UMi                     2022S1SEQUOIACommissioning      86.2434   -41       5.0  232.394073  78.633410    7.4  28.2  237.6 0
2022-02-25T09:17:59    94448  SEQ        Calibration  Bs          S-UMi                     2022S1SEQUOIACommissioning      86.2434   -41      20.0  232.394073  78.633410    7.4  28.2  237.6 0
2022-03-01T04:19:55    94487  SEQ        Calibration  Cal         1058+015                  2022S1SEQUOIACommissioning      86.2434     0       5.0  164.623355   1.566340  110.4  48.6  237.6 0
2022-03-01T04:20:17    94488  SEQ        Calibration  Bs          1058+015                  2022S1SEQUOIACommissioning      86.2434     0      20.0  164.623355   1.566340  110.5  48.7  237.6 0
2022-03-01T05:38:35    94491  SEQ        Calibration  Cal         R-Leo                     2022S1SEQUOIACommissioning      86.2434    -1       5.0  146.889517  11.428840  173.5  82.3  239.76 0
2022-03-01T05:39:08    94492  SEQ        Pointing     Map(Az/D)   R-Leo                     2022S1SEQUOIACommissioning      86.2434    -1      83.5  146.889517  11.428840  174.6  82.3  239.76 0
2022-03-01T05:44:43    94493  SEQ        Calibration  Cal         R-Leo                     2022S1SEQUOIACommissioning      86.2434    -1       5.1  146.889517  11.428840  184.8  82.3  239.76 0
2022-03-01T05:45:15    94494  SEQ        Pointing     Map(Az/D)   R-Leo                     2022S1SEQUOIACommissioning      86.2434    -1      82.2  146.889517  11.428840  185.9  82.3  239.76 0
2022-03-01T05:54:27    94495  SEQ        Calibration  Cal         R-Leo                     2022S1SEQUOIACommissioning      86.2434    -1       5.0  146.889517  11.428840  201.7  81.8  237.6 0
2022-03-01T05:54:52    94496  SEQ        Focus        Bs          R-Leo                     2022S1SEQUOIACommissioning      86.2434    -1      20.3  146.889517  11.428840  202.6  81.7  237.6 0
2022-03-01T05:55:43    94497  SEQ        Focus        Bs          R-Leo                     2022S1SEQUOIACommissioning      86.2434    -1      20.0  146.889517  11.428840  203.9  81.7  237.6 0
2022-03-01T05:56:39    94498  SEQ        Focus        Bs          R-Leo                     2022S1SEQUOIACommissioning      86.2434    -1      20.1  146.889517  11.428840  205.3  81.6  237.6 0
2022-03-01T05:57:31    94499  SEQ        Focus        Bs          R-Leo                     2022S1SEQUOIACommissioning      86.2434    -1      20.1  146.889517  11.428840  206.6  81.5  237.6 0
2022-03-01T05:58:22    94500  SEQ        Focus        Bs          R-Leo                     2022S1SEQUOIACommissioning      86.2434    -1       0.0  146.889517  11.428840  207.9  81.4  237.6 0
2022-03-01T06:08:22    94501  SEQ        Calibration  Cal         R-Leo                     2022S1SEQUOIACommissioning      86.2434    -1       5.7  146.889517  11.428840  220.6  80.1  237.6 0
2022-03-01T06:08:52    94502  SEQ        Focus        Bs          R-Leo                     2022S1SEQUOIACommissioning      86.2434    -1      20.0  146.889517  11.428840  221.3  80.0  237.6 0
2022-03-01T06:09:42    94503  SEQ        Focus        Bs          R-Leo                     2022S1SEQUOIACommissioning      86.2434    -1      20.0  146.889517  11.428840  222.1  79.8  237.6 0
2022-03-01T06:10:32    94504  SEQ        Focus        Bs          R-Leo                     2022S1SEQUOIACommissioning      86.2434    -1      20.0  146.889517  11.428840  223.0  79.7  237.6 0
2022-03-01T06:11:21    94505  SEQ        Focus        Bs          R-Leo                     2022S1SEQUOIACommissioning      86.2434    -1      20.0  146.889517  11.428840  223.8  79.6  237.6 0
2022-03-01T06:12:11    94506  SEQ        Focus        Bs          R-Leo                     2022S1SEQUOIACommissioning      86.2434    -1      20.2  146.889517  11.428840  224.7  79.4  237.6 0
2022-03-01T06:13:01    94507  SEQ        Focus        Bs          R-Leo                     2022S1SEQUOIACommissioning      86.2434    -1      20.0  146.889517  11.428840  225.5  79.3  237.6 0
2022-03-01T06:19:09    94508  SEQ        Focus        Bs          R-Leo                     2022S1SEQUOIACommissioning      86.2434    -1      20.0  146.889517  11.428840  230.8  78.2  237.6 0
2022-03-01T06:19:59    94509  SEQ        Focus        Bs          R-Leo                     2022S1SEQUOIACommissioning      86.2434    -1      20.1  146.889517  11.428840  231.5  78.0  237.6 0
2022-03-01T06:28:04    94510  SEQ        Calibration  Cal         R-Leo                     2022S1SEQUOIACommissioning      86.2434    -1       5.3  146.889517  11.428840  237.1  76.5  239.76 0
2022-03-01T06:28:34    94511  SEQ        Pointing     Map(Az/D)   R-Leo                     2022S1SEQUOIACommissioning      86.2434    -1      82.8  146.889517  11.428840  237.4  76.4  239.76 0
2022-03-01T06:33:14    94512  SEQ        Calibration  Cal         R-Leo                     2022S1SEQUOIACommissioning      86.2434    -1       5.1  146.889517  11.428840  240.0  75.5  237.6 0
2022-03-01T06:34:11    94513  SEQ        Astigmatism  Bs          R-Leo                     2022S1SEQUOIACommissioning      86.2434    -1      20.0  146.889517  11.428840  240.6  75.2  237.6 0
2022-03-01T06:35:13    94514  SEQ        Astigmatism  Bs          R-Leo                     2022S1SEQUOIACommissioning      86.2434    -1      20.0  146.889517  11.428840  241.1  75.0  237.6 0
2022-03-01T06:36:13    94515  SEQ        Astigmatism  Bs          R-Leo                     2022S1SEQUOIACommissioning      86.2434    -1      20.0  146.889517  11.428840  241.6  74.8  237.6 0
2022-03-01T06:37:14    94516  SEQ        Astigmatism  Bs          R-Leo                     2022S1SEQUOIACommissioning      86.2434    -1      20.2  146.889517  11.428840  242.1  74.6  237.6 0
2022-03-01T06:38:14    94517  SEQ        Astigmatism  Bs          R-Leo                     2022S1SEQUOIACommissioning      86.2434    -1      20.4  146.889517  11.428840  242.6  74.4  237.6 0
2022-03-01T06:39:14    94518  SEQ        Astigmatism  Bs          R-Leo                     2022S1SEQUOIACommissioning      86.2434    -1      20.0  146.889517  11.428840  243.1  74.2  237.6 0
2022-03-01T06:40:14    94519  SEQ        Astigmatism  Bs          R-Leo                     2022S1SEQUOIACommissioning      86.2434    -1      20.0  146.889517  11.428840  243.5  74.0  237.6 0
2022-03-01T06:45:56    94520  SEQ        Calibration  Cal         R-Leo                     2022S1SEQUOIACommissioning      86.2434    -1       5.0  146.889517  11.428840  245.9  72.8  239.76 0
2022-03-01T06:46:28    94521  SEQ        Pointing     Map(Az/D)   R-Leo                     2022S1SEQUOIACommissioning      86.2434    -1      83.0  146.889517  11.428840  246.1  72.7  239.76 0
2022-03-01T06:50:00    94522  SEQ        Calibration  Cal         R-Leo                     2022S1SEQUOIACommissioning      86.2434    -1       5.0  146.889517  11.428840  247.4  71.9  237.6 0
2022-03-01T06:50:21    94523  SEQ        Calibration  Bs          R-Leo                     2022S1SEQUOIACommissioning      86.2434    -1      20.0  146.889517  11.428840  247.6  71.8  237.6 0
2022-03-01T06:54:24    94524  SEQ        Pointing     Lissajous   R-Leo                     2022S1SEQUOIACommissioning      86.2434    -1      40.0  146.889517  11.428840  249.0  70.9  -239.76 0
2022-03-01T06:57:53    94525  SEQ        Pointing     Lissajous   R-Leo                     2022S1SEQUOIACommissioning      86.2434    -1      40.0  146.889517  11.428840  250.1  70.1  -239.76 0
2022-03-01T07:04:42    94526  SEQ        Calibration  Cal         R-Com                     2022S1SEQUOIACommissioning      86.2434    -5       5.0  181.063324  18.782438   89.1  76.6  239.76 0
2022-03-01T07:05:10    94527  SEQ        Pointing     Map(Az/D)   R-Com                     2022S1SEQUOIACommissioning      86.2434    -5      82.0  181.063324  18.782438   89.3  77.4  239.76 0
2022-03-01T07:08:25    94528  SEQ        Calibration  Cal         RT-Vir                    2022S1SEQUOIACommissioning      86.2434    14       5.4  195.658265   5.185566  114.2  60.1  239.76 0
2022-03-01T07:08:55    94529  SEQ        Pointing     Map(Az/D)   RT-Vir                    2022S1SEQUOIACommissioning      86.2434    14      82.8  195.658265   5.185566  114.4  60.2  239.76 0
2022-03-01T07:12:04    94530  SEQ        Calibration  Cal         GL1686                    2022S1SEQUOIACommissioning      86.2434   -27       5.1  212.823305  -7.747184  118.1  39.5  239.76 0
2022-03-01T07:12:36    94531  SEQ        Pointing     Map(Az/D)   GL1686                    2022S1SEQUOIACommissioning      86.2434   -27      82.0  212.823305  -7.747184  118.2  39.6  239.76 0
2022-03-01T07:15:50    94532  SEQ        Calibration  Cal         FS-Lib                    2022S1SEQUOIACommissioning      86.2434    -3       5.0  240.099050 -12.349263  108.8  14.4  239.76 0
2022-03-01T07:16:20    94533  SEQ        Pointing     Map(Az/D)   FS-Lib                    2022S1SEQUOIACommissioning      86.2434    -3      84.4  240.099050 -12.349263  108.9  14.6  239.76 0
2022-03-01T07:20:59    94534  SEQ        Calibration  Cal         T-Vir                     2022S1SEQUOIACommissioning      86.2434     6       5.0  183.652841  -6.035764  153.0  62.1  239.76 0
2022-03-01T07:21:29    94535  SEQ        Pointing     Map(Az/D)   T-Vir                     2022S1SEQUOIACommissioning      86.2434     6      84.0  183.652841  -6.035764  154.0  62.3  239.76 0
2022-03-01T07:24:47    94536  SEQ        Calibration  Cal         S-Vir                     2022S1SEQUOIACommissioning      86.2434    -7       5.0  203.250460  -7.194733  128.1  49.9  239.76 0
2022-03-01T07:25:17    94537  SEQ        Pointing     Map(Az/D)   S-Vir                     2022S1SEQUOIACommissioning      86.2434    -7      84.9  203.250460  -7.194733  128.4  50.1  239.76 0
2022-03-01T07:28:24    94538  SEQ        Calibration  Cal         W-Hya                     2022S1SEQUOIACommissioning      86.2434    41       5.0  207.258341 -28.367648  144.6  32.4  239.76 0
2022-03-01T07:28:55    94539  SEQ        Pointing     Map(Az/D)   W-Hya                     2022S1SEQUOIACommissioning      86.2434    41      83.2  207.258341 -28.367648  144.8  32.5  239.76 0
2022-03-01T07:32:02    94540  SEQ        Calibration  Cal         RS-Lib                    2022S1SEQUOIACommissioning      86.2434     9       5.2  231.082462 -22.911062  124.7  20.5  239.76 0
2022-03-01T07:32:32    94541  SEQ        Pointing     Map(Az/D)   RS-Lib                    2022S1SEQUOIACommissioning      86.2434     9      82.7  231.082462 -22.911062  124.8  20.7  239.76 0
2022-03-01T07:36:46    94542  SEQ        Calibration  Cal         T-Vir                     2022S1SEQUOIACommissioning      86.2434     6       5.0  183.652841  -6.035764  161.0  63.5  239.76 0
2022-03-01T07:37:17    94543  SEQ        Pointing     Map(Az/D)   T-Vir                     2022S1SEQUOIACommissioning      86.2434     6      82.9  183.652841  -6.035764  162.1  63.7  239.76 0
2022-03-01T07:47:55    94544  SEQ        Calibration  Cal         R-Crt                     2022S1SEQUOIACommissioning      86.2434    16       5.0  165.141059 -18.324882  199.9  50.4  239.76 0
2022-03-01T07:48:24    94545  SEQ        Pointing     Map(Az/D)   R-Crt                     2022S1SEQUOIACommissioning      86.2434    16      84.2  165.141059 -18.324882  200.2  50.3  239.76 0
2022-03-01T07:51:59    94546  SEQ        Calibration  Cal         RW-Vel                    2022S1SEQUOIACommissioning      86.2434   -13       5.4  140.080958 -49.525200  204.9  13.1  239.76 0
2022-03-01T07:52:30    94547  SEQ        Pointing     Map(Az/D)   RW-Vel                    2022S1SEQUOIACommissioning      86.2434   -13      83.2  140.080958 -49.525200  205.1  13.0  239.76 0
2022-03-01T07:57:33    94548  SEQ        Calibration  Cal         X-Hya                     2022S1SEQUOIACommissioning      86.2434    30       5.0  143.876104 -14.691289  229.3  40.7  239.76 0
2022-03-01T07:58:04    94549  SEQ        Pointing     Map(Az/D)   X-Hya                     2022S1SEQUOIACommissioning      86.2434    30      84.0  143.876104 -14.691289  229.9  40.2  239.76 0
2022-03-01T08:01:04    94550  SEQ        Calibration  Cal         IRC-20188                 2022S1SEQUOIACommissioning      86.2434    10       5.0  141.463283 -24.010497  223.9  31.7  239.76 0
2022-03-01T08:01:34    94551  SEQ        Pointing     Map(Az/D)   IRC-20188                 2022S1SEQUOIACommissioning      86.2434    10      86.0  141.463283 -24.010497  224.0  31.6  239.76 0
2022-03-01T08:04:51    94552  SEQ        Calibration  Cal         IRC-30100                 2022S1SEQUOIACommissioning      86.2434    30       5.0  116.642280 -32.304578  231.3   8.6  239.76 0
2022-03-01T08:05:22    94553  SEQ        Pointing     Map(Az/D)   IRC-30100                 2022S1SEQUOIACommissioning      86.2434    30      83.2  116.642280 -32.304578  231.4   8.5  239.76 0
2022-03-01T08:09:47    94554  SEQ        Calibration  Cal         W-Leo                     2022S1SEQUOIACommissioning      86.2434    47       5.4  163.405969  13.715102  257.4  70.0  239.76 0
2022-03-01T08:10:16    94555  SEQ        Pointing     Map(Az/D)   W-Leo                     2022S1SEQUOIACommissioning      86.2434    47      83.7  163.405969  13.715102  257.9  69.5  239.76 0
2022-03-01T08:13:20    94556  SEQ        Calibration  Cal         R-Leo                     2022S1SEQUOIACommissioning      86.2434    -1       5.1  146.889517  11.428840  263.7  52.8  239.76 0
2022-03-01T08:13:52    94557  SEQ        Pointing     Map(Az/D)   R-Leo                     2022S1SEQUOIACommissioning      86.2434    -1      85.8  146.889517  11.428840  263.8  52.6  239.76 0
2022-03-01T08:17:37    94558  SEQ        Calibration  Cal         Z-Pup                     2022S1SEQUOIACommissioning      86.2434     5       5.0  113.158595 -20.658110  244.5   8.6  239.76 0
2022-03-01T08:18:08    94559  SEQ        Pointing     Map(Az/D)   Z-Pup                     2022S1SEQUOIACommissioning      86.2434     5      82.7  113.158595 -20.658110  244.6   8.3  239.76 0
2022-03-01T08:24:34    94560  SEQ        Calibration  Cal         W-Cnc                     2022S1SEQUOIACommissioning      86.2434    35       5.4  137.469219  25.248278  287.0  43.9  239.76 0
2022-03-01T08:25:06    94561  SEQ        Pointing     Map(Az/D)   W-Cnc                     2022S1SEQUOIACommissioning      86.2434    35      83.0  137.469219  25.248278  287.1  43.3  239.76 0
2022-03-01T08:28:13    94562  SEQ        Calibration  Cal         R-Cnc                     2022S1SEQUOIACommissioning      86.2434    14       5.1  124.140934  11.726255  273.4  27.8  239.76 0
2022-03-01T08:28:43    94563  SEQ        Pointing     Map(Az/D)   R-Cnc                     2022S1SEQUOIACommissioning      86.2434    14      85.6  124.140934  11.726255  273.5  27.7  239.76 0
2022-03-01T08:32:11    94564  SEQ        Calibration  Cal         IRC+30187                 2022S1SEQUOIACommissioning      86.2434     2       5.2  113.490588  30.510506  296.2  21.3  239.76 0
2022-03-01T08:32:37    94565  SEQ        Pointing     Map(Az/D)   IRC+30187                 2022S1SEQUOIACommissioning      86.2434     2      82.1  113.490588  30.510506  296.2  21.1  239.76 0
2022-03-01T08:37:30    94566  SEQ        Calibration  Cal         R-LMi                     2022S1SEQUOIACommissioning      86.2434     2       5.0  146.392847  34.511899  300.8  48.2  239.76 0
2022-03-01T08:38:01    94567  SEQ        Pointing     Map(Az/D)   R-LMi                     2022S1SEQUOIACommissioning      86.2434     2      85.0  146.392847  34.511899  300.7  47.7  239.76 0
2022-03-01T08:41:40    94568  SEQ        Calibration  Cal         IRC+60169                 2022S1SEQUOIACommissioning      86.2434   -23       5.1   98.639156  60.941052  329.8  15.1  239.76 0
2022-03-01T08:42:10    94569  SEQ        Pointing     Map(Az/D)   IRC+60169                 2022S1SEQUOIACommissioning      86.2434   -23      86.3   98.639156  60.941052  329.8  15.0  239.76 0
2022-03-01T08:47:38    94570  SEQ        Calibration  Cal         R-UMa                     2022S1SEQUOIACommissioning      86.2434    38       5.4  161.160285  68.775743  346.3  36.6  239.76 0
2022-03-01T08:48:11    94571  SEQ        Pointing     Map(Az/D)   R-UMa                     2022S1SEQUOIACommissioning      86.2434    38      86.6  161.160285  68.775743  346.0  36.4  239.76 0
2022-03-01T08:51:50    94572  SEQ        Calibration  Cal         V-Cam                     2022S1SEQUOIACommissioning      86.2434     7       5.1   90.634421  74.507557  344.4  14.8  239.76 0
2022-03-01T08:52:23    94573  SEQ        Pointing     Map(Az/D)   V-Cam                     2022S1SEQUOIACommissioning      86.2434     7      83.1   90.634421  74.507557  344.4  14.7  239.76 0
2022-03-01T08:58:20    94574  SEQ        Calibration  Cal         R-Cvn                     2022S1SEQUOIACommissioning      86.2434     0       5.0  207.237674  39.542548   23.4  67.3  239.76 0
2022-03-01T08:58:49    94575  SEQ        Pointing     Map(Az/D)   R-Cvn                     2022S1SEQUOIACommissioning      86.2434     0      85.2  207.237674  39.542548   22.6  67.5  239.76 0
2022-03-01T09:02:01    94576  SEQ        Calibration  Cal         U-UMi                     2022S1SEQUOIACommissioning      86.2434   -16       5.0  214.332934  66.794227    9.0  41.0  239.76 0
2022-03-01T09:02:31    94577  SEQ        Pointing     Map(Az/D)   U-UMi                     2022S1SEQUOIACommissioning      86.2434   -16      84.6  214.332934  66.794227    8.8  41.0  239.76 0
2022-03-01T09:05:40    94578  SEQ        Calibration  Cal         S-UMi                     2022S1SEQUOIACommissioning      86.2434   -41       5.7  232.394073  78.633410    7.2  28.3  239.76 0
2022-03-01T09:06:13    94579  SEQ        Pointing     Map(Az/D)   S-UMi                     2022S1SEQUOIACommissioning      86.2434   -41      83.7  232.394073  78.633410    7.2  28.3  239.76 0
2022-03-01T09:10:10    94580  SEQ        Calibration  Cal         RW-Lyr                    2022S1SEQUOIACommissioning      86.2434   -21       5.4  281.292255  43.635490   49.1  18.5  239.76 0
2022-03-01T09:10:39    94581  SEQ        Pointing     Map(Az/D)   RW-Lyr                    2022S1SEQUOIACommissioning      86.2434   -21      84.9  281.292255  43.635490   49.1  18.7  239.76 0
2022-03-01T09:15:32    94582  SEQ        Calibration  Cal         RX-Boo                    2022S1SEQUOIACommissioning      86.2434     0       5.1  216.048434  25.703717   63.0  73.9  239.76 0
2022-03-01T09:16:02    94583  SEQ        Pointing     Map(Az/D)   RX-Boo                    2022S1SEQUOIACommissioning      86.2434     0      83.2  216.048434  25.703717   62.4  74.2  239.76 0
2022-03-01T09:19:02    94584  SEQ        Calibration  Cal         S-Crb                     2022S1SEQUOIACommissioning      86.2434     3       5.2  230.349817  31.367380   59.1  61.1  239.76 0
2022-03-01T09:19:31    94585  SEQ        Pointing     Map(Az/D)   S-Crb                     2022S1SEQUOIACommissioning      86.2434     3      82.6  230.349817  31.367380   59.0  61.2  239.76 0
2022-03-01T09:22:45    94586  SEQ        Calibration  Cal         U-Her                     2022S1SEQUOIACommissioning      86.2434   -15       5.0  246.447802  18.892462   82.7  48.2  239.76 0
2022-03-01T09:23:15    94587  SEQ        Pointing     Map(Az/D)   U-Her                     2022S1SEQUOIACommissioning      86.2434   -15      84.1  246.447802  18.892462   82.7  48.4  239.76 0
2022-03-01T09:26:26    94588  SEQ        Calibration  Cal         MW-Her                    2022S1SEQUOIACommissioning      86.2434   -53       5.1  263.916681  15.586733   83.2  32.1  239.76 0
2022-03-01T09:26:56    94589  SEQ        Pointing     Map(Az/D)   MW-Her                    2022S1SEQUOIACommissioning      86.2434   -53      83.7  263.916681  15.586733   83.2  32.3  239.76 0
2022-03-01T09:30:39    94590  SEQ        Calibration  Cal         V1111-Oph                 2022S1SEQUOIACommissioning      86.2434   -35       5.1  279.330248  10.428470   84.6  17.3  239.76 0
2022-03-01T09:31:09    94591  SEQ        Pointing     Map(Az/D)   V1111-Oph                 2022S1SEQUOIACommissioning      86.2434   -35      86.8  279.330248  10.428470   84.7  17.5  239.76 0
2022-03-01T10:01:04    94592  SEQ        Calibration  Cal         GL1686                    2022S1SEQUOIACommissioning      86.2434   -27       5.0  212.823305  -7.747184  175.4  63.1  239.76 0
2022-03-01T10:01:32    94593  SEQ        Pointing     Map(Az/D)   GL1686                    2022S1SEQUOIACommissioning      86.2434   -27      83.0  212.823305  -7.747184  178.1  63.1  239.76 0
2022-03-01T10:04:52    94594  SEQ        Calibration  Cal         IRC-30217                 2022S1SEQUOIACommissioning      86.2434   -32       5.0  213.386376 -29.904810  179.2  41.0  239.76 0
2022-03-01T10:05:26    94595  SEQ        Pointing     Map(Az/D)   IRC-30217                 2022S1SEQUOIACommissioning      86.2434   -32      84.0  213.386376 -29.904810  179.4  41.0  239.76 0
2022-03-01T10:09:50    94596  SEQ        Calibration  Cal         W-Hya                     2022S1SEQUOIACommissioning      86.2434    41       5.0  207.258341 -28.367648  187.5  42.1  239.76 0
2022-03-01T10:10:21    94597  SEQ        Pointing     Map(Az/D)   W-Hya                     2022S1SEQUOIACommissioning      86.2434    41      84.3  207.258341 -28.367648  188.1  42.1  239.76 0
2022-03-01T10:15:48    94598  SEQ        Calibration  Cal         W-Hya                     2022S1SEQUOIACommissioning      86.2434    41       5.0  207.258333 -28.367639  189.7  41.9  239.76 0
2022-03-01T10:16:22    94599  SEQ        Pointing     Map(Az/D)   W-Hya                     2022S1SEQUOIACommissioning      86.2434    41      84.2  207.258333 -28.367639  189.9  41.9  239.76 0
2022-03-01T10:20:05    94600  SEQ        Calibration  Cal         W-Hya                     2022S1SEQUOIACommissioning      86.2434    41       5.0  207.258333 -28.367639  191.0  41.7  239.76 0
2022-03-01T10:20:41    94601  SEQ        Pointing     Map(Az/D)   W-Hya                     2022S1SEQUOIACommissioning      86.2434    41      84.0  207.258333 -28.367639  191.1  41.7  239.76 0
2022-03-01T10:26:27    94602  SEQ        Calibration  Cal         R-Ser                     2022S1SEQUOIACommissioning      86.2434    35       5.0  237.673885  15.133634   98.6  70.6  239.76 0
2022-03-01T10:26:59    94603  SEQ        Pointing     Map(Az/D)   R-Ser                     2022S1SEQUOIACommissioning      86.2434    35      82.4  237.673885  15.133634   99.0  71.1  239.76 0
2022-03-01T10:29:58    94604  SEQ        Calibration  Cal         U-Her                     2022S1SEQUOIACommissioning      86.2434   -15       5.1  246.447802  18.892462   85.8  64.1  239.76 0
2022-03-01T10:30:28    94605  SEQ        Pointing     Map(Az/D)   U-Her                     2022S1SEQUOIACommissioning      86.2434   -15      82.2  246.447802  18.892462   85.8  64.3  239.76 0
2022-03-01T10:33:25    94606  SEQ        Calibration  Cal         IRC10322                  2022S1SEQUOIACommissioning      86.2434    12       5.6  258.580762   8.934143   99.6  51.2  239.76 0
2022-03-01T10:33:56    94607  SEQ        Pointing     Map(Az/D)   IRC10322                  2022S1SEQUOIACommissioning      86.2434    12      82.2  258.580762   8.934143   99.7  51.4  239.76 0
2022-03-01T10:37:10    94608  SEQ        Calibration  Cal         IRC+00363                 2022S1SEQUOIACommissioning      86.2434    50       5.1  280.355498  -4.342232  105.3  26.9  239.76 0
2022-03-01T10:37:42    94609  SEQ        Pointing     Map(Az/D)   IRC+00363                 2022S1SEQUOIACommissioning      86.2434    50      81.2  280.355498  -4.342232  105.4  27.1  239.76 0
2022-03-01T10:40:46    94610  SEQ        Calibration  Cal         R-Aql                     2022S1SEQUOIACommissioning      86.2434    51       5.1  286.592713   8.230000   90.1  26.4  239.76 0
2022-03-01T10:41:19    94611  SEQ        Pointing     Map(Az/D)   R-Aql                     2022S1SEQUOIACommissioning      86.2434    51      81.3  286.592713   8.230000   90.1  26.6  239.76 0
2022-03-01T10:46:33    94612  SEQ        Calibration  Cal         BG-Ser                    2022S1SEQUOIACommissioning      86.2434    -1       5.1  235.903235  -1.710462  147.0  65.6  239.76 0
2022-03-01T10:47:03    94613  SEQ        Pointing     Map(Az/D)   BG-Ser                    2022S1SEQUOIACommissioning      86.2434    -1      83.6  235.903235  -1.710462  147.9  65.8  239.76 0
2022-03-01T10:50:16    94614  SEQ        Calibration  Cal         R-Oph                     2022S1SEQUOIACommissioning      86.2434   -36       5.7  256.940772 -16.092771  135.2  42.3  239.76 0
2022-03-01T10:50:50    94615  SEQ        Pointing     Map(Az/D)   R-Oph                     2022S1SEQUOIACommissioning      86.2434   -36      83.1  256.940772 -16.092771  135.4  42.4  239.76 0
2022-03-01T10:53:52    94616  SEQ        Calibration  Cal         OH2.6-0.4                 2022S1SEQUOIACommissioning      86.2434    -4       5.0  268.328333 -26.943611  136.2  27.7  239.76 0
2022-03-01T10:54:27    94617  SEQ        Pointing     Map(Az/D)   OH2.6-0.4                 2022S1SEQUOIACommissioning      86.2434    -4      85.2  268.328333 -26.943611  136.4  27.9  239.76 0
2022-03-01T10:57:37    94618  SEQ        Calibration  Cal         IRC-30398                 2022S1SEQUOIACommissioning      86.2434    -8       5.5  284.807774 -29.838957  129.6  15.2  239.76 0
2022-03-01T10:58:11    94619  SEQ        Pointing     Map(Az/D)   IRC-30398                 2022S1SEQUOIACommissioning      86.2434    -8      85.4  284.807774 -29.838957  129.7  15.3  239.76 0
2022-03-01T11:02:48    94620  SEQ        Calibration  Cal         FS-Lib                    2022S1SEQUOIACommissioning      86.2434    -3       5.3  240.099050 -12.349263  156.4  56.0  239.76 0
2022-03-01T11:03:18    94621  SEQ        Pointing     Map(Az/D)   FS-Lib                    2022S1SEQUOIACommissioning      86.2434    -3      84.2  240.099050 -12.349263  157.3  56.2  239.76 0
2022-03-01T11:06:31    94622  SEQ        Calibration  Cal         RR-Sco                    2022S1SEQUOIACommissioning      86.2434   -29       5.0  254.157673 -30.580053  152.7  34.4  239.76 0
2022-03-01T11:07:02    94623  SEQ        Pointing     Map(Az/D)   RR-Sco                    2022S1SEQUOIACommissioning      86.2434   -29      83.8  254.157673 -30.580053  152.9  34.5  239.76 0
2022-03-01T11:13:24    94624  SEQ        Calibration  Cal         W-Hya                     2022S1SEQUOIACommissioning      86.2434    41       5.1  207.258341 -28.367648  204.9  37.9  239.76 0
2022-03-01T11:13:57    94625  SEQ        Pointing     Map(Az/D)   W-Hya                     2022S1SEQUOIACommissioning      86.2434    41      90.0  207.258341 -28.367648  205.5  37.7  239.76 0
2022-03-01T11:18:08    94626  SEQ        Calibration  Cal         RS-Vir                    2022S1SEQUOIACommissioning      86.2434   -13       5.1  216.818305   4.678079  225.3  70.1  239.76 0
2022-03-01T11:18:37    94627  SEQ        Pointing     Map(Az/D)   RS-Vir                    2022S1SEQUOIACommissioning      86.2434   -13      83.0  216.818305   4.678079  226.2  69.8  239.76 0
2022-03-01T11:21:39    94628  SEQ        Calibration  Cal         GL1686                    2022S1SEQUOIACommissioning      86.2434   -27       5.0  212.823305  -7.747184  216.8  57.2  239.76 0
2022-03-01T11:22:11    94629  SEQ        Pointing     Map(Az/D)   GL1686                    2022S1SEQUOIACommissioning      86.2434   -27      84.5  212.823305  -7.747184  217.1  57.1  239.76 0
2022-03-01T11:25:17    94630  SEQ        Calibration  Cal         S-Vir                     2022S1SEQUOIACommissioning      86.2434    -7       5.6  203.250460  -7.194733  230.7  50.7  239.76 0
2022-03-01T11:25:47    94631  SEQ        Pointing     Map(Az/D)   S-Vir                     2022S1SEQUOIACommissioning      86.2434    -7      84.3  203.250460  -7.194733  230.9  50.6  239.76 0
2022-03-01T11:28:49    94632  SEQ        Calibration  Cal         R-Hya                     2022S1SEQUOIACommissioning      86.2434    -7       5.3  202.428258 -23.281326  217.1  37.8  239.76 0
2022-03-01T11:29:19    94633  SEQ        Pointing     Map(Az/D)   R-Hya                     2022S1SEQUOIACommissioning      86.2434    -7      85.2  202.428258 -23.281326  217.3  37.6  239.76 0
2022-03-01T11:33:47    94634  SEQ        Calibration  Cal         RT-Vir                    2022S1SEQUOIACommissioning      86.2434    14       5.0  195.658265   5.185566  255.0  49.5  239.76 0
2022-03-01T11:34:18    94635  SEQ        Pointing     Map(Az/D)   RT-Vir                    2022S1SEQUOIACommissioning      86.2434    14      82.9  195.658265   5.185566  255.3  49.0  239.76 0
2022-03-01T11:37:18    94636  SEQ        Calibration  Cal         T-Vir                     2022S1SEQUOIACommissioning      86.2434     6       5.0  183.652841  -6.035764  249.1  32.7  239.76 0
